household_id,semana_iso,location,eventos_out,eventos_waste,eventos_consumo,costo_perdido,costo_consumido,tasa_desperdicio
2,2026-W09,Refrigerador,97,38,59,270.0,766.5,0.3918
2,2026-W10,Despensa,3,0,3,0.0,28.0,0.0
2,2026-W10,Estante,7,0,7,0.0,82.5,0.0
2,2026-W10,Refrigerador,111,47,64,375.0,858.0,0.4234
2,2026-W11,Despensa,8,1,7,6.5,75.5,0.125
2,2026-W11,Estante,3,1,2,22.5,37.5,0.3333
2,2026-W11,Refrigerador,157,101,56,805.5,1218.0,0.6433
2,2026-W12,Despensa,6,4,2,26.5,44.5,0.6667
2,2026-W12,Estante,6,3,3,45.0,67.5,0.5
2,2026-W12,Refrigerador,142,71,71,577.5,1084.5,0.5
2,2026-W13,Despensa,3,1,2,5.0,16.5,0.3333
2,2026-W13,Estante,6,0,6,0.0,52.5,0.0
2,2026-W13,Refrigerador,104,56,48,519.0,883.5,0.5385
2,2026-W14,Despensa,5,2,3,19.5,41.0,0.4
2,2026-W14,Estante,6,0,6,0.0,75.0,0.0
2,2026-W14,Refrigerador,138,75,63,645.0,1045.5,0.5435
2,2026-W15,Despensa,7,2,5,19.5,63.5,0.2857
2,2026-W15,Estante,9,0,9,0.0,120.0,0.0
2,2026-W15,Refrigerador,123,55,68,415.5,892.5,0.4472
2,2026-W16,Despensa,1,0,1,0.0,6.5,0.0
2,2026-W16,Estante,4,1,3,15.0,45.0,0.25
2,2026-W16,Refrigerador,87,7,80,43.5,621.0,0.0805
2,2026-W17,Despensa,5,0,5,0.0,34.5,0.0
2,2026-W17,Estante,8,2,6,22.5,75.0,0.25
2,2026-W17,Refrigerador,142,73,69,507.0,1035.0,0.5141
2,2026-W18,Despensa,3,0,3,0.0,23.0,0.0
2,2026-W18,Estante,8,0,8,0.0,75.0,0.0
2,2026-W18,Refrigerador,110,70,40,597.0,861.0,0.6364
3,2026-W06,Despensa,9,0,9,0.0,66.0,0.0
3,2026-W06,Estante,1,0,1,0.0,7.5,0.0
3,2026-W06,Refrigerador,63,0,63,0.0,432.0,0.0
3,2026-W07,Despensa,2,0,2,0.0,30.0,0.0
3,2026-W07,Estante,3,0,3,0.0,22.5,0.0
3,2026-W07,Refrigerador,62,0,62,0.0,417.0,0.0
3,2026-W08,Despensa,2,0,2,0.0,21.5,0.0
3,2026-W08,Estante,4,0,4,0.0,45.0,0.0
3,2026-W08,Refrigerador,84,11,73,63.0,583.5,0.131
3,2026-W09,Despensa,3,0,3,0.0,41.0,0.0
3,2026-W09,Estante,1,0,1,0.0,7.5,0.0
3,2026-W09,Refrigerador,76,25,51,177.0,615.0,0.3289
3,2026-W10,Despensa,4,2,2,13.0,39.0,0.5
3,2026-W10,Estante,4,0,4,0.0,30.0,0.0
3,2026-W10,Refrigerador,103,47,56,319.5,774.0,0.4563
3,2026-W11,Despensa,5,1,4,5.0,36.0,0.2
3,2026-W11,Estante,4,0,4,0.0,37.5,0.0
3,2026-W11,Refrigerador,92,43,49,340.5,712.5,0.4674
3,2026-W12,Despensa,1,1,0,5.0,5.0,1.0
3,2026-W12,Estante,7,0,7,0.0,97.5,0.0
3,2026-W12,Refrigerador,82,21,61,159.0,591.0,0.2561
3,2026-W13,Despensa,6,2,4,11.5,47.5,0.3333
3,2026-W13,Estante,2,0,2,0.0,15.0,0.0
3,2026-W13,Refrigerador,159,86,73,645.0,1224.0,0.5409
3,2026-W14,Despensa,3,0,3,0.0,24.5,0.0
3,2026-W14,Estante,4,1,3,7.5,52.5,0.25
3,2026-W14,Refrigerador,97,40,57,313.5,652.5,0.4124
3,2026-W15,Despensa,3,0,3,0.0,31.5,0.0
3,2026-W15,Estante,9,0,9,0.0,97.5,0.0
3,2026-W15,Refrigerador,90,33,57,253.5,703.5,0.3667
3,2026-W16,Despensa,2,1,1,6.5,16.5,0.5
3,2026-W16,Estante,3,0,3,0.0,30.0,0.0
3,2026-W16,Refrigerador,100,35,65,279.0,819.0,0.35
3,2026-W17,Despensa,6,2,4,19.5,49.0,0.3333
3,2026-W17,Estante,7,1,6,15.0,60.0,0.1429
3,2026-W17,Refrigerador,138,85,53,621.0,1039.5,0.6159
3,2026-W18,Despensa,2,1,1,6.5,11.5,0.5
3,2026-W18,Estante,2,0,2,0.0,15.0,0.0
3,2026-W18,Refrigerador,91,47,44,441.0,762.0,0.5165
4,2026-W06,Despensa,2,0,2,0.0,20.0,0.0
4,2026-W06,Estante,1,0,1,0.0,15.0,0.0
4,2026-W06,Refrigerador,56,0,56,0.0,342.0,0.0
4,2026-W07,Despensa,3,0,3,0.0,23.0,0.0
4,2026-W07,Estante,2,0,2,0.0,30.0,0.0
4,2026-W07,Refrigerador,93,20,73,157.5,604.5,0.2151
4,2026-W08,Despensa,4,0,4,0.0,31.5,0.0
4,2026-W08,Estante,1,0,1,0.0,22.5,0.0
4,2026-W08,Refrigerador,109,34,75,241.5,798.0,0.3119
4,2026-W09,Despensa,5,2,3,16.5,38.0,0.4
4,2026-W09,Estante,3,0,3,0.0,37.5,0.0
4,2026-W09,Refrigerador,123,76,47,609.0,883.5,0.6179
4,2026-W10,Despensa,14,6,8,58.0,104.5,0.4286
4,2026-W10,Estante,2,0,2,0.0,15.0,0.0
4,2026-W10,Refrigerador,155,89,66,676.5,1173.0,0.5742
4,2026-W11,Despensa,6,3,3,21.5,44.5,0.5
4,2026-W11,Estante,5,0,5,0.0,52.5,0.0
4,2026-W11,Refrigerador,113,49,64,382.5,814.5,0.4336
4,2026-W12,Despensa,4,2,2,21.5,38.0,0.5
4,2026-W12,Estante,5,0,5,0.0,37.5,0.0
4,2026-W12,Refrigerador,124,61,63,507.0,978.0,0.4919
4,2026-W13,Despensa,8,0,8,0.0,69.0,0.0
4,2026-W13,Estante,10,1,9,15.0,90.0,0.1
4,2026-W13,Refrigerador,150,97,53,723.0,1071.0,0.6467
4,2026-W14,Despensa,7,1,6,6.5,56.5,0.1429
4,2026-W14,Estante,5,2,3,15.0,52.5,0.4
4,2026-W14,Refrigerador,100,31,69,204.0,789.0,0.31
4,2026-W15,Despensa,2,0,2,0.0,10.0,0.0
4,2026-W15,Estante,8,2,6,15.0,67.5,0.25
4,2026-W15,Refrigerador,111,23,88,148.5,790.5,0.2072
4,2026-W16,Despensa,1,0,1,0.0,15.0,0.0
4,2026-W16,Estante,3,0,3,0.0,30.0,0.0
4,2026-W16,Refrigerador,132,49,83,382.5,942.0,0.3712
4,2026-W17,Despensa,2,1,1,15.0,21.5,0.5
4,2026-W17,Estante,5,0,5,0.0,45.0,0.0
4,2026-W17,Refrigerador,89,28,61,201.0,580.5,0.3146
4,2026-W18,Despensa,3,0,3,0.0,23.0,0.0
4,2026-W18,Estante,2,0,2,0.0,22.5,0.0
4,2026-W18,Refrigerador,56,16,40,121.5,405.0,0.2857
5,2026-W05,Estante,1,0,1,0.0,15.0,0.0
5,2026-W05,Refrigerador,5,0,5,0.0,37.5,0.0
5,2026-W06,Despensa,2,0,2,0.0,16.5,0.0
5,2026-W06,Estante,2,0,2,0.0,15.0,0.0
5,2026-W06,Refrigerador,90,0,90,0.0,669.0,0.0
5,2026-W07,Despensa,2,0,2,0.0,11.5,0.0
5,2026-W07,Estante,4,0,4,0.0,30.0,0.0
5,2026-W07,Refrigerador,92,27,65,184.5,642.0,0.2935
5,2026-W08,Despensa,4,0,4,0.0,36.0,0.0
5,2026-W08,Estante,2,0,2,0.0,30.0,0.0
5,2026-W08,Refrigerador,114,65,49,525.0,945.0,0.5702
5,2026-W09,Despensa,12,7,5,73.5,130.5,0.5833
5,2026-W09,Estante,6,0,6,0.0,82.5,0.0
5,2026-W09,Refrigerador,139,66,73,540.0,1023.0,0.4748
5,2026-W10,Despensa,7,3,4,24.5,74.0,0.4286
5,2026-W10,Estante,4,0,4,0.0,37.5,0.0
5,2026-W10,Refrigerador,104,43,61,309.0,778.5,0.4135
5,2026-W11,Estante,5,1,4,7.5,45.0,0.2
5,2026-W11,Refrigerador,105,51,54,327.0,706.5,0.4857
5,2026-W12,Despensa,2,1,1,13.0,18.0,0.5
5,2026-W12,Estante,7,0,7,0.0,82.5,0.0
5,2026-W12,Refrigerador,89,26,63,262.5,687.0,0.2921
5,2026-W13,Despensa,1,0,1,0.0,6.5,0.0
5,2026-W13,Estante,6,0,6,0.0,60.0,0.0
5,2026-W13,Refrigerador,126,45,81,336.0,870.0,0.3571
5,2026-W14,Despensa,3,0,3,0.0,26.0,0.0
5,2026-W14,Estante,3,0,3,0.0,37.5,0.0
5,2026-W14,Refrigerador,105,44,61,330.0,738.0,0.419
5,2026-W15,Despensa,3,0,3,0.0,24.5,0.0
5,2026-W15,Estante,5,0,5,0.0,52.5,0.0
5,2026-W15,Refrigerador,82,29,53,198.0,573.0,0.3537
5,2026-W16,Despensa,6,1,5,19.5,59.0,0.1667
5,2026-W16,Estante,5,0,5,0.0,45.0,0.0
5,2026-W16,Refrigerador,134,77,57,607.5,984.0,0.5746
5,2026-W17,Despensa,9,3,6,35.0,71.5,0.3333
5,2026-W17,Estante,13,0,13,0.0,112.5,0.0
5,2026-W17,Refrigerador,89,34,55,253.5,633.0,0.382
5,2026-W18,Despensa,1,0,1,0.0,5.0,0.0
5,2026-W18,Estante,2,0,2,0.0,15.0,0.0
5,2026-W18,Refrigerador,72,20,52,151.5,549.0,0.2778
6,2026-W05,Refrigerador,8,0,8,0.0,64.5,0.0
6,2026-W06,Despensa,1,0,1,0.0,6.5,0.0
6,2026-W06,Refrigerador,43,0,43,0.0,309.0,0.0
6,2026-W07,Despensa,4,0,4,0.0,31.0,0.0
6,2026-W07,Refrigerador,85,0,85,0.0,645.0,0.0
6,2026-W08,Despensa,3,0,3,0.0,23.0,0.0
6,2026-W08,Estante,3,0,3,0.0,30.0,0.0
6,2026-W08,Refrigerador,109,35,74,234.0,777.0,0.3211
6,2026-W09,Despensa,1,0,1,0.0,6.5,0.0
6,2026-W09,Refrigerador,159,84,75,573.0,1105.5,0.5283
6,2026-W10,Despensa,6,5,1,49.5,56.0,0.8333
6,2026-W10,Estante,4,0,4,0.0,37.5,0.0
6,2026-W10,Refrigerador,94,44,50,327.0,681.0,0.4681
6,2026-W11,Despensa,12,2,10,23.0,98.0,0.1667
6,2026-W11,Estante,4,0,4,0.0,37.5,0.0
6,2026-W11,Refrigerador,163,103,60,861.0,1278.0,0.6319
6,2026-W12,Despensa,11,5,6,64.0,102.0,0.4545
6,2026-W12,Estante,4,0,4,0.0,37.5,0.0
6,2026-W12,Refrigerador,100,42,58,312.0,706.5,0.42
6,2026-W13,Despensa,8,3,5,21.5,59.5,0.375
6,2026-W13,Estante,4,0,4,0.0,60.0,0.0
6,2026-W13,Refrigerador,84,32,52,229.5,588.0,0.381
6,2026-W14,Despensa,6,2,4,16.5,51.5,0.3333
6,2026-W14,Estante,1,0,1,0.0,22.5,0.0
6,2026-W14,Refrigerador,127,57,70,442.5,888.0,0.4488
6,2026-W15,Despensa,8,2,6,18.0,67.5,0.25
6,2026-W15,Estante,6,0,6,0.0,75.0,0.0
6,2026-W15,Refrigerador,149,105,44,852.0,1143.0,0.7047
6,2026-W16,Despensa,15,6,9,49.5,112.0,0.4
6,2026-W16,Estante,2,0,2,0.0,30.0,0.0
6,2026-W16,Refrigerador,119,40,79,328.5,936.0,0.3361
6,2026-W17,Despensa,1,0,1,0.0,6.5,0.0
6,2026-W17,Estante,1,0,1,0.0,15.0,0.0
6,2026-W17,Refrigerador,99,40,59,291.0,690.0,0.404
6,2026-W18,Despensa,3,1,2,6.5,26.0,0.3333
6,2026-W18,Estante,6,0,6,0.0,52.5,0.0
6,2026-W18,Refrigerador,76,20,56,171.0,588.0,0.2632
7,2026-W05,Refrigerador,5,0,5,0.0,36.0,0.0
7,2026-W06,Despensa,5,0,5,0.0,34.5,0.0
7,2026-W06,Estante,3,0,3,0.0,22.5,0.0
7,2026-W06,Refrigerador,66,0,66,0.0,429.0,0.0
7,2026-W07,Estante,2,0,2,0.0,22.5,0.0
7,2026-W07,Refrigerador,120,19,101,126.0,871.5,0.1583
7,2026-W08,Despensa,3,0,3,0.0,29.5,0.0
7,2026-W08,Estante,7,0,7,0.0,105.0,0.0
7,2026-W08,Refrigerador,93,27,66,180.0,661.5,0.2903
7,2026-W09,Despensa,1,1,0,5.0,5.0,1.0
7,2026-W09,Estante,6,0,6,0.0,52.5,0.0
7,2026-W09,Refrigerador,101,29,72,232.5,694.5,0.2871
7,2026-W10,Despensa,4,0,4,0.0,42.5,0.0
7,2026-W10,Estante,2,0,2,0.0,22.5,0.0
7,2026-W10,Refrigerador,120,45,75,297.0,855.0,0.375
7,2026-W11,Despensa,9,1,8,13.0,62.5,0.1111
7,2026-W11,Estante,2,0,2,0.0,15.0,0.0
7,2026-W11,Refrigerador,78,24,54,171.0,570.0,0.3077
7,2026-W12,Despensa,3,2,1,13.0,23.0,0.6667
7,2026-W12,Estante,6,0,6,0.0,52.5,0.0
7,2026-W12,Refrigerador,131,72,59,496.5,904.5,0.5496
7,2026-W13,Despensa,1,0,1,0.0,13.0,0.0
7,2026-W13,Estante,6,0,6,0.0,60.0,0.0
7,2026-W13,Refrigerador,76,31,45,213.0,531.0,0.4079
7,2026-W14,Despensa,4,2,2,16.5,31.5,0.5
7,2026-W14,Estante,5,0,5,0.0,60.0,0.0
7,2026-W14,Refrigerador,69,18,51,135.0,510.0,0.2609
7,2026-W15,Despensa,4,0,4,0.0,24.5,0.0
7,2026-W15,Estante,10,0,10,0.0,90.0,0.0
7,2026-W15,Refrigerador,125,75,50,564.0,960.0,0.6
7,2026-W16,Despensa,12,5,7,45.0,88.0,0.4167
7,2026-W16,Estante,8,2,6,15.0,75.0,0.25
7,2026-W16,Refrigerador,85,43,42,306.0,634.5,0.5059
7,2026-W17,Despensa,4,0,4,0.0,46.0,0.0
7,2026-W17,Estante,4,1,3,7.5,30.0,0.25
7,2026-W17,Refrigerador,110,33,77,274.5,811.5,0.3
7,2026-W18,Despensa,3,1,2,5.0,23.0,0.3333
7,2026-W18,Estante,4,0,4,0.0,60.0,0.0
7,2026-W18,Refrigerador,90,43,47,336.0,651.0,0.4778
8,2026-W05,Despensa,1,0,1,0.0,6.5,0.0
8,2026-W05,Refrigerador,5,0,5,0.0,31.5,0.0
8,2026-W06,Despensa,6,0,6,0.0,41.5,0.0
8,2026-W06,Estante,4,0,4,0.0,37.5,0.0
8,2026-W06,Refrigerador,31,0,31,0.0,244.5,0.0
8,2026-W07,Despensa,6,0,6,0.0,45.0,0.0
8,2026-W07,Estante,1,0,1,0.0,7.5,0.0
8,2026-W07,Refrigerador,78,0,78,0.0,508.5,0.0
8,2026-W08,Despensa,7,0,7,0.0,39.5,0.0
8,2026-W08,Estante,3,0,3,0.0,30.0,0.0
8,2026-W08,Refrigerador,128,0,128,0.0,873.0,0.0
8,2026-W09,Despensa,5,0,5,0.0,47.5,0.0
8,2026-W09,Refrigerador,76,0,76,0.0,520.5,0.0
8,2026-W10,Despensa,4,0,4,0.0,31.0,0.0
8,2026-W10,Estante,4,0,4,0.0,37.5,0.0
8,2026-W10,Refrigerador,137,62,75,472.5,1021.5,0.4526
8,2026-W11,Despensa,4,0,4,0.0,36.0,0.0
8,2026-W11,Estante,5,0,5,0.0,60.0,0.0
8,2026-W11,Refrigerador,121,59,62,435.0,925.5,0.4876
8,2026-W12,Despensa,7,0,7,0.0,56.0,0.0
8,2026-W12,Estante,7,0,7,0.0,60.0,0.0
8,2026-W12,Refrigerador,114,48,66,387.0,886.5,0.4211
8,2026-W13,Despensa,6,1,5,6.5,41.5,0.1667
8,2026-W13,Estante,8,1,7,7.5,75.0,0.125
8,2026-W13,Refrigerador,95,39,56,285.0,670.5,0.4105
8,2026-W14,Despensa,6,0,6,0.0,43.0,0.0
8,2026-W14,Estante,9,1,8,7.5,90.0,0.1111
8,2026-W14,Refrigerador,122,67,55,492.0,940.5,0.5492
8,2026-W15,Despensa,3,1,2,5.0,15.0,0.3333
8,2026-W15,Estante,4,0,4,0.0,30.0,0.0
8,2026-W15,Refrigerador,119,46,73,366.0,886.5,0.3866
8,2026-W16,Despensa,1,0,1,0.0,13.0,0.0
8,2026-W16,Estante,7,0,7,0.0,82.5,0.0
8,2026-W16,Refrigerador,85,30,55,231.0,657.0,0.3529
8,2026-W17,Despensa,10,2,8,19.5,101.0,0.2
8,2026-W17,Estante,2,0,2,0.0,15.0,0.0
8,2026-W17,Refrigerador,100,29,71,231.0,750.0,0.29
8,2026-W18,Despensa,1,0,1,0.0,15.0,0.0
8,2026-W18,Estante,4,0,4,0.0,37.5,0.0
8,2026-W18,Refrigerador,78,21,57,180.0,597.0,0.2692
9,2026-W05,Despensa,1,0,1,0.0,6.5,0.0
9,2026-W05,Refrigerador,2,0,2,0.0,13.5,0.0
9,2026-W06,Despensa,3,0,3,0.0,47.5,0.0
9,2026-W06,Estante,4,0,4,0.0,52.5,0.0
9,2026-W06,Refrigerador,78,0,78,0.0,543.0,0.0
9,2026-W07,Despensa,5,0,5,0.0,41.0,0.0
9,2026-W07,Estante,5,0,5,0.0,45.0,0.0
9,2026-W07,Refrigerador,83,2,81,9.0,642.0,0.0241
9,2026-W08,Despensa,3,0,3,0.0,32.5,0.0
9,2026-W08,Estante,6,0,6,0.0,67.5,0.0
9,2026-W08,Refrigerador,120,22,98,130.5,798.0,0.1833
9,2026-W09,Estante,5,0,5,0.0,45.0,0.0
9,2026-W09,Refrigerador,85,14,71,100.5,574.5,0.1647
9,2026-W10,Despensa,5,0,5,0.0,39.5,0.0
9,2026-W10,Estante,5,0,5,0.0,52.5,0.0
9,2026-W10,Refrigerador,85,19,66,112.5,546.0,0.2235
9,2026-W11,Despensa,3,0,3,0.0,24.5,0.0
9,2026-W11,Estante,7,0,7,0.0,75.0,0.0
9,2026-W11,Refrigerador,100,38,62,307.5,748.5,0.38
9,2026-W12,Despensa,4,1,3,5.0,26.5,0.25
9,2026-W12,Estante,9,0,9,0.0,90.0,0.0
9,2026-W12,Refrigerador,112,63,49,528.0,885.0,0.5625
9,2026-W13,Despensa,8,2,6,19.5,62.5,0.25
9,2026-W13,Estante,6,0,6,0.0,52.5,0.0
9,2026-W13,Refrigerador,85,49,36,372.0,631.5,0.5765
9,2026-W14,Despensa,2,0,2,0.0,28.0,0.0
9,2026-W14,Estante,3,0,3,0.0,22.5,0.0
9,2026-W14,Refrigerador,84,11,73,64.5,571.5,0.131
9,2026-W15,Despensa,3,0,3,0.0,26.5,0.0
9,2026-W15,Estante,3,0,3,0.0,30.0,0.0
9,2026-W15,Refrigerador,110,44,66,280.5,744.0,0.4
9,2026-W16,Despensa,6,0,6,0.0,80.0,0.0
9,2026-W16,Estante,4,0,4,0.0,45.0,0.0
9,2026-W16,Refrigerador,98,44,54,360.0,714.0,0.449
9,2026-W17,Despensa,4,1,3,13.0,39.5,0.25
9,2026-W17,Estante,2,0,2,0.0,15.0,0.0
9,2026-W17,Refrigerador,87,36,51,255.0,631.5,0.4138
9,2026-W18,Despensa,5,2,3,19.5,41.0,0.4
9,2026-W18,Estante,3,0,3,0.0,45.0,0.0
9,2026-W18,Refrigerador,81,23,58,151.5,559.5,0.284
